매물명,주소,지역,매물종류,거래유형,전용면적(㎡),네이버부동산 링크,네이버 매물 ID,naver_url,naver_article_id,provider_agency_name,agency_name,is_verified_listing,verified_date,platform,auto_collected,collected_at,first_seen_at,last_seen_at,source_search_url,collection_condition,extraction_status,extraction_error,매물 상태,매매가(만원),전세금(만원),보증금(만원),월세(만원),공급면적(㎡),공급면적(평),supply_area_m2,supply_area_pyeong,전용면적(평),exclusive_area_m2,exclusive_area_pyeong,대지면적(㎡),대지면적(평),land_area_m2,land_area_pyeong,건물면적(㎡),건물면적(평),building_area_m2,building_area_pyeong,raw_card_text,parsed_deal_type,parsed_price_text,parsed_deposit,parsed_monthly_rent,parsed_sale_price,parsed_jeonse_price,area_m2,area_pyeong,city,district,neighborhood,full_address,current_price,is_new,price_change_status,price_change_text,latitude,longitude,collect_mode,관리비(만원),방 개수,욕실 수,previous_price,price_changed_at,price_change_amount
복대동 상가주택,,복대동,토지,매매,206.7,https://fin.land.naver.com/articles/2631447733,2631447733,https://fin.land.naver.com/articles/2631447733,2631447733,,,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:12+09:00,2026-06-11T11:12:12+09:00,2026-06-11T11:12:12+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.53,206.7,62.53,206.7,62.53,206.7,62.53,0.0,0.0,0.0,0.0,"이미지
4
개
복대동 상가주택
매매 5억 7,000
상가주택2001.03(26년차)대지206.7㎡ (연면적485.2)4/-층
집주인확인매물 2026.06.11
중개사 2곳에서 등록했어요
매물목록 펼치기",매매,"5억 7,000",0.0,0.0,57000.0,0.0,206.7,62.53,청주시,흥덕구,복대동,청주시 흥덕구 복대동,57000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
복대동 다가구,,복대동,토지,매매,208.1,https://fin.land.naver.com/articles/2631456029,2631456029,https://fin.land.naver.com/articles/2631456029,2631456029,11 수풀림공인중개사사무소,11 수풀림공인중개사사무소,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:12+09:00,2026-06-11T11:12:12+09:00,2026-06-11T11:12:12+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.95,208.1,62.95,208.1,62.95,208.1,62.95,0.0,0.0,0.0,0.0,"관심매물
복대동 다가구
매매 7억 9,000
단독/다가구2011.03(16년차)대지208.1㎡ (연면적478.31)4/-층

""
복대사거리 인근 공실없음
""

집주인확인매물 2026.06.11
수풀림공인중개사사무소
알터
매물 보러가기",매매,"7억 9,000",0.0,0.0,79000.0,0.0,208.1,62.95,청주시,흥덕구,복대동,청주시 흥덕구 복대동,79000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
삼일(2008) 6동,,청주시,아파트,매매,105.0,https://fin.land.naver.com/articles/2631416700,2631416700,https://fin.land.naver.com/articles/2631416700,2631416700,11 행복을만드는공인중개사사무소 부동산,11 행복을만드는공인중개사사무소 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:12+09:00,2026-06-11T11:12:12+09:00,2026-06-11T11:12:12+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.76,105.0,31.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
삼일(2008) 6동
매매 1억 8,000
아파트105㎡ (전용84)5/5층남향

""
기본형에 방3개 욕실2개구조인 아파트 입니다.
""

확인매물 2026.06.11
행복을만드는공인중개사사무소
부동산써브
매물 보러가기",매매,"1억 8,000",0.0,0.0,18000.0,0.0,105.0,31.76,청주시,,,청주시,18000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,3.0,2.0,0,0,0
복대동 단지내상가,,복대동,상가,매매,80.0,https://fin.land.naver.com/articles/2631416524,2631416524,https://fin.land.naver.com/articles/2631416524,2631416524,11 행복을만드는공인중개사사무소 부동산,11 행복을만드는공인중개사사무소 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,80.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
복대동 단지내상가
매매 3억 2,000
상가점포1990.08(36년차)계약80㎡ (전용80)1/2층

""
상가수익 또는 영업하실분께 추천드립니다.
""

확인매물 2026.06.11
행복을만드는공인중개사사무소
부동산써브
매물 보러가기",매매,"3억 2,000",0.0,0.0,32000.0,0.0,80.0,24.2,청주시,흥덕구,복대동,청주시 흥덕구 복대동,32000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
덕일 1동,,청주시,아파트,월세,58.0,https://fin.land.naver.com/articles/2631483425,2631483425,https://fin.land.naver.com/articles/2631483425,2631483425,11 보배공인중개사사무소 부동산,11 보배공인중개사사무소 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,0.0,500.0,45.0,0.0,0.0,0.0,0.0,17.55,58.0,17.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
덕일 1동
월세 500/45
아파트58㎡ (전용49)2/5층남향

""
즉시입주가능 도배장판 새로 해드립니다
""

확인매물 2026.06.11
보배공인중개사사무소
부동산써브
매물 보러가기",월세,500/45,500.0,45.0,0.0,0.0,58.0,17.55,청주시,,,청주시,45.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
덕일 3동,,청주시,아파트,매매,69.0,https://fin.land.naver.com/articles/2631416811,2631416811,https://fin.land.naver.com/articles/2631416811,2631416811,11 행복을만드는공인중개사사무소 부동산,11 행복을만드는공인중개사사무소 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.87,69.0,20.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
덕일 3동
매매 1억 4,000
아파트69㎡ (전용59)1/5층남향

""
전세임차인 인수 하실분께 강력 추천드립니다.
""

확인매물 2026.06.11
행복을만드는공인중개사사무소
부동산써브
매물 보러가기",매매,"1억 4,000",0.0,0.0,14000.0,0.0,69.0,20.87,청주시,,,청주시,14000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
복대동 복합상가,,복대동,상가,월세,199.92,https://fin.land.naver.com/articles/2631502822,2631502822,https://fin.land.naver.com/articles/2631502822,2631502822,11 큰터공인중개사사무소 매경부동산,11 큰터공인중개사사무소 매경부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,0.0,5000.0,500.0,0.0,0.0,0.0,0.0,60.48,199.92,60.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
복대동 복합상가
월세 5,000/500
상가점포2001.11(25년차)계약199.92㎡ (전용166)1/4층

""
대농지구 인근, 넓은 상가, 접근성,광고효과 좋음, 고깃집,음식점 추천
""

확인매물 2026.06.11
큰터공인중개사사무소
매경부동산
매물 보러가기",월세,"5,000/500",5000.0,500.0,0.0,0.0,199.92,60.48,청주시,흥덕구,복대동,청주시 흥덕구 복대동,500.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
복대동 일반상가,,복대동,상가,월세,85.88,https://fin.land.naver.com/articles/2631448232,2631448232,https://fin.land.naver.com/articles/2631448232,2631448232,11 건우다솔공인중개사무소 부동산,11 건우다솔공인중개사무소 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,2026-06-11T11:12:13+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,0.0,2000.0,140.0,0.0,0.0,0.0,0.0,25.98,85.88,25.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
복대동 일반상가
월세 2,000/140
상가점포2001.11(25년차)계약85.88㎡ (전용72.72)1/5층
확인매물 2026.06.11
건우다솔공인중개사무소
부동산써브
매물 보러가기",월세,"2,000/140",2000.0,140.0,0.0,0.0,85.88,25.98,청주시,흥덕구,복대동,청주시 흥덕구 복대동,140.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
복대동 다가구,,복대동,토지,매매,255.0,https://fin.land.naver.com/articles/2631435710,2631435710,https://fin.land.naver.com/articles/2631435710,2631435710,11 e복덕방공인중개사사무소 부동산,11 e복덕방공인중개사사무소 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:14+09:00,2026-06-11T11:12:14+09:00,2026-06-11T11:12:14+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.14,255.0,77.14,255.0,77.14,255.0,77.14,0.0,0.0,0.0,0.0,"관심매물
복대동 다가구
매매 11억
단독/다가구2018.08(8년차)대지255㎡ (연면적367.11)3/-층

""
수익형다중주택매매.조율가능
""

확인매물 2026.06.11
e복덕방공인중개사사무소
부동산써브
매물 보러가기",매매,11억,0.0,0.0,110000.0,0.0,255.0,77.14,청주시,흥덕구,복대동,청주시 흥덕구 복대동,110000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
복대동 단독,,복대동,기타,전세,30.1,https://fin.land.naver.com/articles/2631410946/out-link-bridge?cpId=toad,2631410946,https://fin.land.naver.com/articles/2631410946/out-link-bridge?cpId=toad,2631410946,11 차오름부동산공인중개사사무소 피터팬의 좋은방구하기 Npay 부동산,11 차오름부동산공인중개사사무소 피터팬의 좋은방구하기 Npay 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:14+09:00,2026-06-11T11:12:14+09:00,2026-06-11T11:12:14+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.11,30.1,9.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
이미지
10
개
복대동 단독
전세 1억
단독/다가구2022.07(4년차)전용30.1㎡2/4층

""
권리 굿 복대동 깔끔한 신축 투베이
""

확인매물 2026.06.11
차오름부동산공인중개사사무소
피터팬의 좋은방구하기
Npay 부동산에서 보기
매물 보러가기",전세,1억,0.0,0.0,0.0,10000.0,30.1,9.11,청주시,흥덕구,복대동,청주시 흥덕구 복대동,10000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
복대동 상가주택,,복대동,토지,매매,199.2,https://fin.land.naver.com/articles/2631472170,2631472170,https://fin.land.naver.com/articles/2631472170,2631472170,11 보배공인중개사사무소 부동산,11 보배공인중개사사무소 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:22:12+09:00,2026-06-11T11:22:12+09:00,2026-06-11T11:22:12+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,41000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.26,199.2,60.26,199.2,60.26,199.2,60.26,0.0,0.0,0.0,0.0,"관심매물
복대동 상가주택
매매 4억 1,000
상가주택1992.07(34년차)대지199.2㎡ (연면적316.34)3/B1층

""
입주협의 복대동삼일아파트 인근 상가주택 매매
""

확인매물 2026.06.11
보배공인중개사사무소
부동산써브
매물 보러가기",매매,"4억 1,000",0.0,0.0,41000.0,0.0,199.2,60.26,청주시,흥덕구,복대동,청주시 흥덕구 복대동,41000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
복대동 다가구,,복대동,토지,매매,234.7,https://fin.land.naver.com/articles/2631436184,2631436184,https://fin.land.naver.com/articles/2631436184,2631436184,11 e복덕방공인중개사사무소 부동산,11 e복덕방공인중개사사무소 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:22:12+09:00,2026-06-11T11:22:12+09:00,2026-06-11T11:22:12+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,234.7,71.0,234.7,71.0,234.7,71.0,0.0,0.0,0.0,0.0,"관심매물
복대동 다가구
매매 10억
단독/다가구2017.06(9년차)대지234.7㎡ (연면적324.7)3/-층

""
17년식 수익형원룸건물 상태최상
""

확인매물 2026.06.11
e복덕방공인중개사사무소
부동산써브
매물 보러가기",매매,10억,0.0,0.0,100000.0,0.0,234.7,71.0,청주시,흥덕구,복대동,청주시 흥덕구 복대동,100000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
복대동 대형사무실,,복대동,상가,월세,132.0,https://fin.land.naver.com/articles/2631484858,2631484858,https://fin.land.naver.com/articles/2631484858,2631484858,11 두진하트공인중개사사무소,11 두진하트공인중개사사무소,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:22:12+09:00,2026-06-11T11:22:12+09:00,2026-06-11T11:22:12+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,0.0,500.0,200.0,0.0,0.0,0.0,0.0,39.93,132.0,39.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
복대동 대형사무실
월세 500/200
사무실2005.07(21년차)계약132㎡ (전용130)1/10층

""
위치 좋은 코너 1층 상가
""

확인매물 2026.06.11
두진하트공인중개사사무소
알터
매물 보러가기",월세,500/200,500.0,200.0,0.0,0.0,132.0,39.93,청주시,흥덕구,복대동,청주시 흥덕구 복대동,200.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
복대동 상가주택,,복대동,토지,매매,224.7,https://fin.land.naver.com/articles/2631490917,2631490917,https://fin.land.naver.com/articles/2631490917,2631490917,11 복터공인중개사사무소 부동산,11 복터공인중개사사무소 부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:22:13+09:00,2026-06-11T11:22:13+09:00,2026-06-11T11:22:13+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.97,224.7,67.97,224.7,67.97,224.7,67.97,0.0,0.0,0.0,0.0,"관심매물
이미지
20
개
복대동 상가주택
매매 15억
상가주택2022.12(4년차)대지224.7㎡ (연면적456.59)4/-층

""
투자추천 신축 코너 상가주택 1층 미용실 입점완료 청주공단인근
""

확인매물 2026.06.11
복터공인중개사사무소
부동산뱅크
매물 보러가기",매매,15억,0.0,0.0,150000.0,0.0,224.7,67.97,청주시,흥덕구,복대동,청주시 흥덕구 복대동,150000.0,신규,변동 없음,변동 없음,0.0,0.0,0,,,,0,0,0
